"postcode sector","All usual residents aged 3 and over","English (English or Welsh if in Wales)","Welsh/Cymraeg (in England only)","Other UK language: Total","Other UK language: Gaelic (Irish)","Other UK language: Gaelic (Scottish)","Other UK language: Manx Gaelic","Other UK language: Gaelic (Not otherwise specified)","Other UK language: Cornish","Other UK language: Scots","Other UK language: Gypsy/Traveller languages","French","Portuguese","Spanish","Other European Language (EU): Total","Other European Language (EU): Italian","Other European Language (EU): German","Other European Language (EU): Polish","Other European Language (EU): Slovak","Other European Language (EU): Czech","Other European Language (EU): Romanian","Other European Language (EU): Lithuanian","Other European Language (EU): Latvian","Other European Language (EU): Hungarian","Other European Language (EU): Bulgarian","Other European Language (EU): Greek","Other European Language (EU): Dutch","Other European Language (EU): Swedish","Other European Language (EU): Danish","Other European Language (EU): Finnish","Other European Language (EU): Estonian","Other European Language (EU): Slovenian","Other European Language (EU): Maltese","Other European Language (EU): Any other European Language (EU)","Other European Language (non EU): Total","Other European Language (non EU): Albanian","Other European Language (non EU): Serbian/Croatian/Bosnian","Other European Language (non EU): Ukrainian","Other European Language (non EU): Any other Eastern European Language (non EU)","Other European Language (non EU): Northern European Language (non EU)","Other European Language (non-national): Total","Other European Language (non-national): Romani language (any)","Other European Language (non-national): Yiddish","Russian","Turkish","Arabic","West/Central Asian Language: Total","West/Central Asian Language: Hebrew","West/Central Asian Language: Kurdish","West/Central Asian Language: Persian/Farsi","West/Central Asian Language: Pashto","West/Central Asian Language: West/Central Asian Language (all other)","South Asian Language: Total","South Asian Language: Urdu","South Asian Language: Hindi","South Asian Language: Panjabi","South Asian Language: Pakistani Pahari (with Mirpuri and Potwari)","South Asian Language: Bengali (with Sylheti and Chatgaya)","South Asian Language: Gujarati","South Asian Language: Marathi","South Asian Language: Telugu","South Asian Language: Tamil","South Asian Language: Malayalam","South Asian Language: Sinhala","South Asian Language: Nepalese","South Asian Language: South Asian Language (all other)","East Asian Language: Total","East Asian Language: Mandarin Chinese","East Asian Language: Cantonese Chinese","East Asian Language: All other Chinese","East Asian Language: Japanese","East Asian Language: Korean","East Asian Language: Vietnamese","East Asian Language: Thai","East Asian Language: Malay","East Asian Language: Tagalog/Filipino","East Asian Language: East Asian Language (all other)","Oceanic/Australian language (any)","North/South American language (any)","Caribbean Creole: Total","Caribbean Creole: Caribbean Creole (English-based)","Caribbean Creole: Caribbean Creole (all other)","African Language: Total","African Language: Amharic","African Language: Tigrinya","African Language: Somali","African Language: Krio","African Language: Akan","African Language: Yoruba","African Language: Igbo","African Language: Swahili/Kiswahili","African Language: Luganda","African Language: Lingala","African Language: Shona","African Language: Afrikaans","African Language: Any other Nigerian language","African Language: West African language (all other)","African Language: African language (all other)","Other Languages: Total","Other Languages: All other languages","Sign Language: Total","Sign Language: British sign language","Sign Language: Sign Language (all other)","Sign Language: Any Sign Communication System"

"LL73 8",250,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL74 8",2196,2188,0,1,1,0,0,0,0,0,0,0,0,2,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL75 8",1438,1426,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
"LL76 8",317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LL77 7",7073,6994,0,0,0,0,0,0,0,0,0,1,10,4,35,0,5,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,11,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,3
"LL78 8",498,497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP10 0",1470,1460,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP10 8",11570,11223,0,0,0,0,0,0,0,0,0,11,3,4,174,10,3,104,7,5,9,12,0,19,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,4,10,6,9,1,4,2,0,2,69,30,1,5,0,4,0,0,3,8,18,0,0,0,45,1,3,14,1,13,0,2,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,4,4,0,0
"NP10 9",9206,9010,0,0,0,0,0,0,0,0,0,1,5,6,56,9,6,19,2,1,1,3,0,5,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,17,2,1,0,0,1,0,47,17,1,2,0,2,5,7,7,4,1,0,0,1,35,1,0,7,14,9,1,1,2,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,1,0,0,1,1,0,0,2,1,1,8,8,0,0
"NP11 3",4779,4759,0,0,0,0,0,0,0,0,0,1,0,0,8,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"NP11 4",5581,5539,0,0,0,0,0,0,0,0,0,1,0,2,17,0,2,8,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,0
"NP11 5",6358,6308,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2,16,2,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,2,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0
"NP11 6",10983,10892,0,2,1,0,0,0,0,0,1,2,2,3,31,2,6,11,4,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,0,11,5,0,0,0,3,0,0,0,0,3,0,0,0,26,2,2,12,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
"NP11 7",8782,8733,0,0,0,0,0,0,0,0,0,3,8,1,19,2,0,8,0,0,4,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,2,4,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
"NP12 0",7696,7643,0,0,0,0,0,0,0,0,0,2,0,0,22,2,1,9,2,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,1,0,2,0,0,0,0,0,0,0,1,14,0,6,2,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,0,4
"NP12 1",8242,8119,0,2,1,0,0,0,0,1,0,3,6,1,46,13,0,25,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,4,1,0,0,0,0,1,27,0,0,22,0,1,4,0,0,0,0,0,0,0,23,4,2,9,1,0,1,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,1
"NP12 2",8523,8478,0,0,0,0,0,0,0,0,0,1,0,1,19,3,2,6,0,1,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,12,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"NP12 3",7831,7725,0,0,0,0,0,0,0,0,0,5,2,0,27,2,3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,23,0,0,7,0,0,0,0,0,14,1,1,0,0,27,2,9,11,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,9,1,0
"NP13 1",8458,8373,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,49,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,15,0,4,4,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,0
"NP13 2",5982,5904,0,0,0,0,0,0,0,0,0,0,0,1,62,2,0,51,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,0,0,0,0,0,6,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"NP13 3",4645,4614,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2,0,2,0,2,0,0,0,0,0,0,0,0,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP15 1",5289,5227,0,0,0,0,0,0,0,0,0,3,2,1,32,0,6,9,0,6,4,0,0,0,0,4,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,3,0,0,3
"NP15 2",2399,2386,0,0,0,0,0,0,0,0,0,4,0,0,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP16 5",10976,10713,0,0,0,0,0,0,0,0,0,6,1,5,168,7,12,83,11,1,24,6,9,4,2,2,3,0,3,0,0,0,1,0,2,0,0,0,0,2,0,0,0,17,0,5,3,1,1,1,0,0,18,1,6,2,0,2,0,0,0,4,0,2,1,0,22,0,2,6,3,0,0,0,1,10,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,10,5,2,3
"NP16 6",6718,6637,0,0,0,0,0,0,0,0,0,11,2,5,29,2,4,4,1,1,1,1,0,0,0,2,7,1,4,0,0,0,0,1,3,2,0,0,0,1,0,0,0,3,3,4,1,0,0,1,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0
"NP16 7",5440,5322,10,0,0,0,0,0,0,0,0,3,1,4,57,5,7,26,4,0,3,6,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,2,10,2,5,1,8,0,1,0,1,1,0,1,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
"NP18 1",4702,4652,0,0,0,0,0,0,0,0,0,4,2,2,21,3,2,10,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,8,0,0,2,0,4,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
"NP18 2",6149,6060,0,0,0,0,0,0,0,0,0,1,5,3,20,4,1,5,0,0,1,1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,0,0,3,1,0,34,6,0,6,0,14,2,0,0,1,2,0,0,3,15,0,10,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"NP18 3",6026,5874,0,0,0,0,0,0,0,0,0,7,0,5,37,2,5,6,1,2,0,4,2,6,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,0,0,0,0,0,32,3,8,5,0,5,1,0,4,1,0,0,5,0,42,1,5,30,0,5,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"NP19 0",10184,8685,0,0,0,0,0,0,0,0,0,8,22,5,456,18,3,157,90,28,51,38,15,43,0,2,2,5,0,1,0,3,0,0,7,0,6,0,0,1,0,0,0,3,48,94,59,0,37,12,7,3,657,138,19,191,1,228,7,0,7,7,3,0,44,12,88,3,5,29,0,2,3,1,0,39,6,0,0,0,0,0,44,1,10,14,0,0,5,0,3,0,0,4,1,1,0,5,4,4,4,3,0,1
"NP19 4",4711,4624,0,0,0,0,0,0,0,0,0,1,6,0,51,4,3,14,10,10,0,2,0,6,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,3,4,0,2,2,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0
"NP19 7",12349,11967,0,0,0,0,0,0,0,0,0,11,0,13,117,12,4,23,33,13,5,5,1,10,3,2,0,3,0,0,0,0,3,0,4,2,2,0,0,0,0,0,0,6,15,13,17,1,7,7,1,1,102,25,0,20,1,37,0,0,6,8,0,1,3,1,53,6,5,21,1,4,4,1,0,11,0,0,0,3,3,0,17,0,0,3,0,0,1,0,3,0,0,5,1,0,2,2,2,2,9,8,1,0
"NP19 8",8903,8288,0,0,0,0,0,0,0,0,0,7,5,5,157,12,5,46,32,8,26,6,0,12,6,2,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,12,23,44,31,0,25,2,3,1,247,67,7,48,1,94,8,0,0,10,4,1,3,4,58,10,2,27,1,1,0,3,2,11,1,0,0,0,0,0,18,4,3,0,0,1,0,0,0,0,0,1,1,1,2,5,2,2,4,3,0,1
"NP19 9",13066,12716,0,0,0,0,0,0,0,0,0,5,18,5,140,6,1,60,26,10,0,22,0,10,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,14,23,6,0,3,3,0,0,78,15,0,10,0,45,0,0,0,3,0,0,4,1,23,1,1,5,0,0,8,4,0,4,0,0,0,0,0,0,22,0,2,3,0,1,0,0,1,0,3,10,0,1,1,0,2,2,6,3,2,1
"NP20 1",659,446,0,0,0,0,0,0,0,0,0,4,1,3,62,0,2,11,28,1,1,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,2,0,1,1,0,0,75,11,2,20,1,16,0,0,1,11,11,0,0,2,27,7,4,8,0,0,0,0,0,8,0,0,0,0,0,0,21,0,2,16,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0
"NP20 2",7167,5892,0,0,0,0,0,0,0,0,0,12,10,1,256,11,1,112,51,27,8,7,5,26,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,10,217,72,1,45,19,6,1,496,86,0,94,2,257,6,0,0,7,36,0,1,7,106,7,8,10,8,0,6,2,4,55,6,0,0,0,0,0,73,0,13,36,0,1,6,0,0,0,1,0,0,5,1,10,4,4,6,6,0,0
"NP20 3",10548,10185,0,0,0,0,0,0,0,0,0,8,7,3,89,7,2,31,13,6,2,14,0,12,0,1,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,11,42,24,2,18,4,0,0,90,20,0,20,0,20,0,0,5,1,23,0,1,0,61,3,8,6,0,0,0,4,0,40,0,0,0,0,0,0,11,0,4,1,0,0,0,0,1,0,0,2,1,0,1,1,1,1,7,6,1,0
"NP20 4",6303,5722,0,0,0,0,0,0,0,0,0,14,4,10,191,10,6,42,68,6,5,18,0,27,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,13,36,2,8,20,2,4,153,45,4,40,1,27,9,0,2,4,15,0,0,6,108,0,1,5,1,0,0,2,0,96,3,0,0,0,0,0,42,0,1,11,0,1,2,0,0,0,0,1,0,4,5,17,3,3,1,0,0,1
"NP20 5",9105,8760,0,0,0,0,0,0,0,0,0,23,11,5,90,8,7,29,8,11,0,12,0,9,0,1,2,0,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,7,10,29,13,0,6,5,2,0,72,16,6,10,0,18,2,0,0,3,15,0,2,0,51,5,5,8,0,3,0,3,0,27,0,0,0,0,0,0,24,0,3,14,0,0,0,0,1,0,0,3,0,1,0,2,3,3,5,4,0,1
"NP20 6",7749,7603,0,0,0,0,0,0,0,0,0,4,0,4,59,3,0,35,1,0,2,11,0,4,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,2,9,10,6,0,5,1,0,0,17,3,1,1,0,6,0,0,0,0,6,0,0,0,20,0,3,10,1,0,0,1,0,5,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,5,4,0,1
"NP20 7",7268,7072,0,0,0,0,0,0,0,0,0,11,3,1,73,2,2,15,33,9,4,3,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,4,5,16,0,9,6,0,1,6,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,55,11,28,0,0,0,5,0,3,0,0,7,0,0,0,1,5,5,4,4,0,0
"NP22 3",7407,7273,0,0,0,0,0,0,0,0,0,1,15,2,67,0,0,63,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,5,0,0,0,13,0,0,3,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"NP22 4",7203,7138,0,0,0,0,0,0,0,0,0,1,4,2,23,0,0,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,2,4,3,2,0,16,0,1,8,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"NP22 5",6683,6637,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,15,2,2,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,1,0
"NP23 4",9785,9647,0,0,0,0,0,0,0,0,0,3,2,0,61,0,2,45,2,3,5,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,18,0,1,1,0,3,2,2,0,0,8,0,1,0,32,0,4,22,0,0,0,3,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,3,10,5,5,0
"NP23 5",10400,10338,0,0,0,0,0,0,0,0,0,2,1,0,23,2,0,14,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,13,1,1,4,0,0,2,0,0,0,2,0,3,0,16,0,4,4,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0
"NP23 6",8109,7985,0,0,0,0,0,0,0,0,0,1,2,1,72,0,1,53,7,2,2,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17,0,0,3,0,4,0,0,0,0,10,0,0,0,19,0,0,13,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"NP23 7",2633,2623,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"NP23 8",1396,1373,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP24 6",4728,4689,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,12,2,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,13,2,1,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP25 3",5193,5069,0,0,0,0,0,0,0,0,0,4,0,2,39,0,9,14,0,4,3,0,0,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,1,0,0,7,0,0,0,0,5,1,0,0,0,0,0,1,0,63,0,16,34,0,2,0,3,0,7,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"NP25 4",3398,3378,0,0,0,0,0,0,0,0,0,0,0,1,17,2,4,5,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP25 5",6137,6045,0,0,0,0,0,0,0,0,0,10,0,0,42,1,2,17,1,2,9,2,1,2,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,17,1,0,1,0,6,0,0,0,0,6,0,3,0,20,0,0,3,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NP26 3",9031,8973,0,0,0,0,0,0,0,0,0,3,0,1,32,7,4,8,0,2,1,0,0,2,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,1,0,0,0,8,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"NP26 4",7402,7322,0,0,0,0,0,0,0,0,0,2,0,3,28,1,4,12,0,0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,1,0,0,0,5,0,1,0,0,0,13,0,17,0,4,9,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2
"NP26 5",5392,5350,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,16,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,10,0,2,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"NP4  0",7634,7604,0,0,0,0,0,0,0,0,0,1,0,4,12,0,1,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,7,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
