"postcode sector","All categories: Passports held","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: Other Europe: Total","Europe: Other Europe: EU countries: Total","Europe: Other Europe: EU countries: Member countries in March 2001: Total","Europe: Other Europe: EU countries: Member countries in March 2001: France","Europe: Other Europe: EU countries: Member countries in March 2001: Germany","Europe: Other Europe: EU countries: Member countries in March 2001: Italy","Europe: Other Europe: EU countries: Member countries in March 2001: Portugal","Europe: Other Europe: EU countries: Member countries in March 2001: Spain","Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Romania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries","Europe: Other Europe: Rest of Europe: Total","Europe: Other Europe: Rest of Europe: Turkey","Europe: Other Europe: Rest of Europe: Other Europe","Africa: Total","Africa: North Africa","Africa: Central and Western Africa: Total","Africa: Central and Western Africa: Ghana","Africa: Central and Western Africa: Nigeria","Africa: Central and Western Africa: Other Central and Western Africa","Africa: South and Eastern Africa: Total","Africa: South and Eastern Africa: Kenya","Africa: South and Eastern Africa: Somalia","Africa: South and Eastern Africa: South Africa","Africa: South and Eastern Africa: Zimbabwe","Africa: South and Eastern Africa: Other South and Eastern Africa","Middle East and Asia: Total","Middle East and Asia: Middle East: Total","Middle East and Asia: Middle East: Iran","Middle East and Asia: Middle East: Iraq","Middle East and Asia: Middle East: Other Middle East","Middle East and Asia: Eastern Asia: Total","Middle East and Asia: Eastern Asia: China","Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China)","Middle East and Asia: Eastern Asia: Japan","Middle East and Asia: Eastern Asia: Other Eastern Asia","Middle East and Asia: Southern Asia: Total","Middle East and Asia: Southern Asia: Afghanistan","Middle East and Asia: Southern Asia: Bangladesh","Middle East and Asia: Southern Asia: India","Middle East and Asia: Southern Asia: Pakistan","Middle East and Asia: Southern Asia: Sri Lanka","Middle East and Asia: Southern Asia: Other Southern Asia","Middle East and Asia: South-East Asia: Total","Middle East and Asia: South-East Asia: Malaysia","Middle East and Asia: South-East Asia: Philippines","Middle East and Asia: South-East Asia: Singapore","Middle East and Asia: South-East Asia: Other South-East Asia","Middle East and Asia: Central Asia","The Americas and the Caribbean: Total","The Americas and the Caribbean: North America: Total","The Americas and the Caribbean: North America: Canada","The Americas and the Caribbean: North America: United States","The Americas and the Caribbean: Central America","The Americas and the Caribbean: South America","The Americas and the Caribbean: The Caribbean: Total","The Americas and the Caribbean: The Caribbean: Jamaica","The Americas and the Caribbean: The Caribbean: Other Caribbean","Antarctica and Oceania: Total","Antarctica and Oceania: Australasia: Total","Antarctica and Oceania: Australasia: Australia","Antarctica and Oceania: Australasia: New Zealand","Antarctica and Oceania: Other Oceania","British Overseas Territories","No passport held"

"CV35 9",7293,5997,5701,30,266,257,83,7,10,9,21,11,25,174,3,145,4,22,9,5,4,11,0,5,1,3,1,6,0,0,4,1,1,39,1,0,0,1,8,5,0,3,0,25,0,1,19,4,0,1,5,1,3,1,0,0,18,14,4,10,1,2,1,0,1,4,4,4,0,0,0,1224
"CV36 4",5508,4269,4195,11,63,62,36,10,7,1,2,5,11,26,7,13,0,6,1,0,1,4,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,0,2,0,0,2,0,4,0,2,2,0,0,0,4,0,4,0,0,0,8,7,2,5,1,0,0,0,0,4,4,3,1,0,0,1213
"CV36 5",2230,1806,1783,4,19,19,13,4,5,1,0,0,3,6,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,2,0,8,6,3,3,0,1,1,0,1,3,3,2,1,0,0,407
"CV37 0",7427,5944,5664,24,256,251,62,11,18,13,3,5,12,189,3,152,7,27,5,5,0,25,7,9,3,6,0,9,1,0,3,1,4,60,3,0,1,2,8,1,0,7,0,31,0,1,26,4,0,0,18,0,14,1,3,0,27,23,3,20,1,1,2,1,1,5,4,2,2,1,0,1366
"CV37 6",11528,10087,9498,59,530,520,139,31,25,21,5,18,39,381,17,280,23,61,10,4,6,39,2,6,1,2,3,31,2,0,18,10,1,102,4,1,0,3,21,5,3,8,5,54,0,8,38,6,1,1,23,3,11,1,8,0,50,45,10,35,1,0,4,1,3,17,17,10,7,0,0,1233
"CV37 7",7780,6817,6555,39,223,218,53,11,8,8,1,5,20,165,15,108,14,28,5,2,3,19,0,3,0,2,1,16,0,0,12,2,2,30,3,0,0,3,17,7,0,8,2,6,0,2,4,0,0,0,4,1,0,0,3,0,30,26,11,15,0,2,2,1,1,12,12,10,2,0,0,872
"CV37 8",6710,5539,5214,35,290,289,48,4,7,10,6,3,18,241,19,168,6,48,1,0,1,18,2,0,0,0,0,16,1,0,12,1,2,30,1,1,0,0,5,3,0,1,1,12,0,0,10,1,0,1,12,1,8,1,2,0,25,24,6,18,0,0,1,1,0,17,17,12,5,0,0,1081
"CV37 9",11592,9494,9077,49,368,350,102,25,19,15,7,3,33,248,7,194,9,38,18,3,15,22,3,2,0,1,1,17,4,0,8,2,3,207,4,2,0,2,146,116,15,6,9,30,1,3,23,3,0,0,19,5,5,2,7,8,42,35,8,27,1,3,3,2,1,11,11,8,3,0,0,1816
"CV4  7",14842,12148,10955,136,1057,932,622,105,158,95,33,33,198,310,62,109,19,120,125,37,88,189,12,84,14,61,9,93,28,0,11,12,42,1593,82,18,2,62,699,540,48,33,78,466,2,11,356,74,21,2,326,128,5,83,110,20,206,142,52,90,15,41,8,2,6,33,33,25,8,0,4,669
"CV4  8",14574,12068,11479,131,458,443,190,39,55,19,17,15,45,253,21,149,11,72,15,4,11,139,4,76,10,58,8,59,9,1,7,24,18,449,20,11,1,8,142,110,12,4,16,163,2,4,117,31,7,2,120,73,1,10,36,4,48,30,11,19,5,6,7,3,4,19,19,15,4,0,0,1851
"CV4  9",16188,12417,11498,212,707,696,166,27,35,38,11,9,46,530,25,365,24,116,11,1,10,151,8,67,7,37,23,76,12,1,9,27,27,310,21,4,1,16,94,62,4,22,6,149,6,1,106,25,10,1,43,30,5,1,7,3,37,18,7,11,7,2,10,7,3,6,6,5,1,0,0,3267
"CV47 0",1627,1209,1186,9,14,14,14,1,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
"CV47 1",4817,3990,3830,27,133,129,45,7,8,4,12,3,11,84,2,52,5,25,4,1,3,5,0,1,0,0,1,4,0,0,1,3,0,19,0,0,0,0,0,0,0,0,0,13,0,1,9,3,0,0,6,1,0,2,3,0,6,3,1,2,0,3,0,0,0,2,2,0,2,0,0,795
"CV47 2",4170,3391,3328,11,52,52,35,5,9,4,3,1,13,17,0,10,1,6,0,0,0,5,1,1,0,0,1,3,1,0,1,1,0,11,0,0,0,0,3,2,0,1,0,1,0,0,1,0,0,0,7,0,2,1,4,0,8,8,0,8,0,0,0,0,0,4,3,1,2,1,0,751
"CV47 7",558,504,490,4,10,9,7,0,3,0,4,0,0,2,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0,0,49
"CV47 8",1941,1537,1503,16,18,17,11,0,3,0,1,1,6,6,0,3,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,2,2,0,2,0,0,394
"CV47 9",1537,1204,1186,4,14,14,9,0,3,1,1,2,2,5,0,2,0,3,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,327
"CV5  6",10451,8442,7889,190,363,326,178,36,37,33,13,10,49,148,14,59,21,54,37,15,22,133,14,75,6,59,10,44,10,1,2,14,17,533,17,9,2,6,184,109,48,8,19,189,1,9,134,34,8,3,141,61,12,32,36,2,53,31,8,23,3,13,6,5,1,19,19,13,6,0,2,1269
"CV5  7",7940,6674,6466,121,87,85,31,7,10,1,3,2,8,54,2,37,2,13,2,0,2,22,0,6,3,2,1,16,1,0,1,9,5,64,4,2,0,2,16,10,0,3,3,36,1,2,27,3,3,0,8,3,3,0,2,0,12,6,3,3,2,1,3,3,0,1,1,0,1,0,0,1167
"CV5  8",8621,6550,6065,231,254,239,95,15,23,8,6,6,37,144,20,74,17,33,15,5,10,77,6,36,9,25,2,35,10,0,0,13,12,329,30,0,4,26,81,52,17,2,10,138,0,8,111,18,1,0,75,51,2,1,21,5,18,10,4,6,0,4,4,3,1,4,4,4,0,0,4,1639
"CV5  9",8786,7298,7088,100,110,107,29,8,9,1,1,0,10,78,1,60,3,14,3,0,3,20,0,11,1,8,2,9,1,0,3,4,1,89,11,6,0,5,6,5,0,0,1,65,2,3,42,6,12,0,7,0,7,0,0,0,14,8,3,5,0,2,4,3,1,1,1,1,0,0,0,1364
"CV6  1",9553,7233,6597,343,293,280,93,12,14,20,5,2,40,187,0,153,9,25,13,3,10,119,7,61,16,33,12,51,8,0,6,26,11,201,16,6,0,10,27,20,0,2,5,143,6,2,75,46,13,1,15,3,4,1,7,0,25,16,7,9,0,2,7,6,1,0,0,0,0,0,0,1975
"CV6  2",8713,6888,6490,220,178,177,81,15,17,22,2,2,23,96,2,82,2,10,1,0,1,40,0,18,3,11,4,22,0,0,6,12,4,93,6,0,0,6,6,5,0,1,0,71,1,0,64,1,5,0,10,0,8,1,1,0,8,2,1,1,0,1,5,4,1,0,0,0,0,0,0,1684
"CV6  3",7870,5603,5044,139,420,414,195,28,59,13,3,0,92,219,6,169,3,41,6,1,5,79,4,48,4,42,2,27,2,0,0,13,12,294,42,2,6,34,12,9,2,1,0,223,10,3,113,52,44,1,17,8,0,1,8,0,18,10,8,2,0,0,8,8,0,2,2,2,0,0,0,1874
"CV6  4",10925,8108,7454,126,528,503,214,22,65,43,5,0,79,289,2,234,3,50,25,4,21,95,2,38,18,14,6,55,4,0,10,23,18,313,13,8,2,3,10,9,0,0,1,273,9,2,197,34,30,1,17,13,2,0,2,0,29,8,2,6,1,4,16,8,8,5,5,4,1,0,0,2375
"CV6  5",15138,11288,10237,87,964,898,375,19,30,14,21,3,288,523,24,238,130,131,66,7,59,379,107,131,14,77,40,141,19,0,5,80,37,1166,79,18,36,25,22,17,2,3,0,1021,86,45,556,290,43,1,44,17,10,1,16,0,32,11,5,6,1,2,18,16,2,3,2,1,1,1,0,2270
"CV6  6",10887,8433,7853,100,480,456,156,19,39,17,7,4,70,300,8,211,23,58,24,1,23,105,7,42,11,26,5,56,7,0,7,33,9,400,8,1,0,7,9,8,0,0,1,375,2,11,277,67,18,0,7,3,1,1,2,1,35,18,3,15,0,3,14,12,2,4,4,4,0,0,0,1910
"CV6  7",9672,6816,6268,124,424,393,193,32,51,22,17,1,70,200,1,132,15,52,31,2,29,138,20,44,10,19,15,74,12,0,8,41,13,399,11,0,0,11,8,7,0,1,0,369,20,8,267,43,31,0,9,0,8,0,1,2,23,9,3,6,0,0,14,11,3,3,3,1,2,0,0,2293
"CV7  7",9910,8624,8400,50,174,164,66,12,8,9,5,7,25,98,9,35,5,49,10,3,7,35,2,9,1,8,0,24,0,0,15,8,1,55,2,1,0,1,3,1,1,1,0,44,0,4,36,1,3,0,6,1,0,1,4,0,13,11,3,8,1,1,0,0,0,3,3,1,2,0,0,1180
"CV7  8",9435,7366,6865,74,427,417,67,13,18,8,6,1,21,350,5,287,4,54,10,5,5,51,7,21,5,15,1,23,1,0,4,9,9,69,0,0,0,0,6,5,1,0,0,51,1,2,36,4,1,7,12,5,7,0,0,0,16,15,6,9,0,0,1,1,0,3,2,2,0,1,0,1930
"CV7  9",10974,8599,8230,74,295,289,98,15,16,23,8,3,33,191,4,139,1,47,6,2,4,60,1,19,8,8,3,40,11,0,8,9,12,209,4,3,0,1,0,0,0,0,0,197,0,0,171,10,8,8,8,2,3,0,3,0,35,14,1,13,3,5,13,12,1,7,6,3,3,1,0,2064
"CV8  1",10573,8964,8688,86,190,183,109,10,33,15,6,11,34,74,4,33,5,32,7,0,7,17,1,4,2,2,0,12,2,0,4,1,5,88,7,0,0,7,16,8,0,3,5,53,0,5,43,2,3,0,12,1,5,0,6,0,36,29,7,22,0,6,1,0,1,6,6,5,1,0,0,1462
"CV8  2",10916,9342,9077,70,195,185,143,26,33,17,8,8,51,42,1,22,4,15,10,6,4,25,0,7,1,4,2,18,0,0,9,2,7,110,3,0,1,2,21,7,0,6,8,48,0,1,44,2,1,0,35,8,22,0,5,3,28,23,6,17,0,3,2,2,0,10,10,6,4,0,0,1401
"CV8  3",10845,9210,8710,73,427,423,101,28,8,11,7,3,44,322,7,235,5,75,4,1,3,76,7,37,11,15,11,32,2,0,13,10,7,120,1,0,0,1,6,4,0,2,0,96,1,4,63,19,4,5,17,8,6,1,2,0,22,16,7,9,0,4,2,2,0,3,3,2,1,0,0,1414
"CV9  1",5711,4180,4122,7,51,45,12,2,1,0,3,0,6,33,1,28,1,3,6,2,4,2,0,1,0,1,0,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,3,6,0,0,3,1,0,0,0,1,0,6,3,0,3,0,2,1,1,0,0,0,0,0,0,0,1510
"CV9  2",6069,4267,4222,15,30,30,6,2,3,0,0,0,1,24,1,15,3,5,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,3,2,2,0,6,1,0,1,4,0,5,3,0,3,0,2,0,0,0,1,1,1,0,0,0,1781
"CV9  3",10049,8298,8025,31,242,236,57,5,6,6,12,2,26,179,10,127,9,33,6,1,5,6,2,2,0,2,0,2,0,1,0,1,0,130,2,0,0,2,4,0,0,3,1,118,0,1,33,6,0,78,6,0,1,0,5,0,15,9,3,6,2,2,2,1,1,7,7,6,1,0,0,1593
"CW1  2",6682,5560,5299,22,239,236,25,2,3,6,3,0,11,211,7,180,0,24,3,3,0,16,1,6,3,2,1,9,0,0,2,1,6,27,3,1,2,0,3,2,0,1,0,16,0,3,13,0,0,0,5,0,1,0,4,0,7,6,0,6,0,0,1,0,1,1,1,1,0,0,0,1071
"CW1  3",17376,12273,11549,52,672,665,128,13,51,19,20,4,21,537,12,448,4,73,7,6,1,27,3,5,1,3,1,19,0,0,7,3,9,105,3,0,2,1,24,17,3,1,3,60,0,3,48,9,0,0,18,4,6,0,8,0,25,19,4,15,3,2,1,0,1,3,3,3,0,0,0,4943
"CW1  4",11612,8557,8270,48,239,234,42,2,7,14,1,3,15,192,8,138,2,44,5,3,2,29,1,12,0,12,0,16,0,0,1,6,9,54,4,1,2,1,1,1,0,0,0,35,0,3,23,8,0,1,14,3,6,2,3,0,5,2,1,1,0,1,2,2,0,3,3,3,0,0,0,2964
"CW1  5",14203,12014,11512,63,439,427,88,13,20,6,20,8,21,339,10,275,4,50,12,7,5,36,1,7,1,4,2,28,2,0,9,14,3,84,3,0,0,3,27,27,0,0,0,35,0,0,27,5,3,0,17,4,9,0,4,2,27,23,4,19,1,1,2,1,1,6,5,4,1,1,0,2036
"CW1  6",4717,4071,3933,9,129,126,10,1,2,2,2,0,3,116,3,93,0,20,3,1,2,5,0,2,1,1,0,3,0,0,1,0,2,23,1,1,0,0,0,0,0,0,0,18,0,1,12,3,2,0,4,1,0,1,2,0,5,5,3,2,0,0,0,0,0,1,1,0,1,0,0,612
"CW10 0",5007,3806,3743,13,50,49,16,2,1,5,3,2,3,33,0,26,0,7,1,0,1,6,0,2,1,1,0,4,0,0,4,0,0,7,0,0,0,0,3,0,0,3,0,2,0,0,1,1,0,0,2,0,2,0,0,0,3,3,0,3,0,0,0,0,0,1,1,1,0,0,0,1184
"CW10 9",7937,6722,6553,31,138,134,25,4,6,4,3,3,5,109,2,95,0,12,4,1,3,4,0,0,0,0,0,4,0,0,4,0,0,16,1,0,1,0,1,1,0,0,0,9,0,1,7,1,0,0,5,2,1,0,2,0,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,1188
"CW11 1",7053,5867,5804,29,34,33,25,2,6,6,1,2,8,8,0,3,2,3,1,0,1,6,0,2,0,2,0,4,0,0,3,1,0,25,0,0,0,0,8,6,0,2,0,8,0,3,1,4,0,0,9,2,6,0,1,0,8,4,1,3,0,2,2,1,1,6,6,3,3,0,0,1141
"CW11 2",1758,1394,1380,3,11,11,11,1,2,1,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,358
"CW11 3",6151,5011,4920,19,72,69,21,5,5,2,1,1,7,48,0,36,2,10,3,2,1,8,0,0,0,0,0,8,0,0,6,0,2,23,1,1,0,0,4,4,0,0,0,5,0,0,3,2,0,0,13,1,12,0,0,0,7,7,2,5,0,0,0,0,0,1,1,1,0,0,0,1101
"CW11 4",5062,3991,3945,15,31,30,22,5,3,6,0,1,7,8,0,5,0,3,1,0,1,4,1,0,0,0,0,3,0,0,1,1,1,12,0,0,0,0,2,0,0,2,0,7,0,0,4,3,0,0,3,0,0,0,3,0,7,3,1,2,1,2,1,0,1,3,3,2,1,0,0,1045
"CW12 1",6549,5300,5209,14,77,74,39,5,16,8,2,1,7,35,0,25,3,7,3,0,3,10,0,3,1,1,1,7,0,0,3,2,2,30,0,0,0,0,7,6,1,0,0,9,0,3,6,0,0,0,14,0,7,0,7,0,9,6,1,5,1,2,0,0,0,2,2,1,1,0,0,1198
"CW12 2",4201,3290,3257,8,25,24,21,1,2,2,4,4,8,3,0,2,0,1,1,0,1,3,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,901
"CW12 3",7188,5458,5413,11,34,31,14,2,6,2,1,1,2,17,0,14,1,2,3,0,3,3,0,0,0,0,0,3,0,0,2,1,0,13,3,0,1,2,1,1,0,0,0,4,0,0,3,0,1,0,5,0,4,0,1,0,7,6,2,4,0,0,1,0,1,2,2,1,1,0,0,1705
"CW12 4",9508,7706,7617,20,69,63,51,10,7,3,17,4,10,12,0,8,0,4,6,1,5,7,0,4,1,2,1,3,0,0,2,0,1,19,1,0,1,0,2,0,0,2,0,6,0,0,2,4,0,0,10,1,7,0,2,0,18,11,5,6,0,6,1,1,0,3,3,2,1,0,0,1755
"CW2  5",7082,5778,5645,17,116,115,27,5,10,1,3,1,7,88,2,77,5,4,1,1,0,4,0,1,0,0,1,3,0,0,1,0,2,18,1,0,0,1,0,0,0,0,0,11,0,3,6,1,1,0,6,1,3,0,2,0,7,5,0,5,0,1,1,0,1,0,0,0,0,0,0,1275
"CW2  6",10010,7834,7494,26,314,309,27,3,6,6,4,0,8,282,5,244,1,32,5,4,1,18,0,8,3,3,2,10,0,0,4,5,1,31,2,1,1,0,7,5,0,1,1,13,0,5,4,3,1,0,9,4,2,0,3,0,6,4,1,3,0,1,1,0,1,6,6,4,2,0,0,2115
"CW2  7",7534,5603,4839,41,723,714,101,3,9,6,51,4,28,613,3,523,0,87,9,6,3,27,3,11,1,7,3,13,0,0,9,3,1,72,8,0,8,0,5,3,0,1,1,39,1,10,20,6,2,0,20,1,4,3,12,0,10,6,4,2,0,1,3,3,0,6,6,4,2,0,0,1816
"CW2  8",9929,7404,7173,48,183,180,26,3,5,8,6,2,2,154,4,133,1,16,3,1,2,7,2,0,0,0,0,5,0,0,2,3,0,24,2,1,0,1,2,0,0,0,2,10,0,0,9,0,1,0,10,0,7,0,3,0,6,4,2,2,0,1,1,1,0,3,3,3,0,0,0,2485
"CW3  0",2219,1692,1673,3,16,14,5,0,1,4,0,0,0,9,0,8,1,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,5,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,517
"CW3  9",4960,3889,3839,13,37,34,18,4,6,4,0,0,4,16,0,9,0,7,3,2,1,7,0,4,2,2,0,3,2,0,1,0,0,25,0,0,0,0,0,0,0,0,0,12,0,2,3,0,7,0,13,0,9,0,4,0,7,7,1,6,0,0,0,0,0,2,2,0,2,0,0,1030
"CW4  7",5571,4888,4830,15,43,38,24,3,3,3,2,5,8,14,1,4,1,8,5,1,4,5,0,2,0,2,0,3,0,0,1,1,1,7,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,3,1,1,0,1,0,3,3,1,2,0,0,0,0,0,2,2,1,1,0,0,666
"CW4  8",3123,2719,2659,16,44,43,22,6,5,3,0,0,8,21,0,18,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,4,0,5,3,1,2,0,0,2,2,0,2,2,2,0,0,0,390
"CW5  5",9296,7308,7177,37,94,87,36,1,11,6,4,3,11,51,1,35,4,11,7,0,7,12,0,6,5,1,0,6,0,0,4,2,0,34,1,0,0,1,8,4,0,0,4,13,0,4,6,2,1,0,12,4,5,0,3,0,12,11,1,10,0,1,0,0,0,7,7,3,4,0,0,1923
"CW5  6",7228,5840,5672,25,143,140,36,8,3,4,14,0,7,104,1,93,1,9,3,0,3,12,2,4,2,1,1,6,0,0,2,4,0,11,1,0,0,1,0,0,0,0,0,4,0,0,3,1,0,0,6,0,2,0,4,0,21,13,2,11,0,2,6,6,0,6,6,6,0,0,0,1338
"CW5  7",7740,6374,6274,22,78,76,44,5,14,2,5,1,17,32,1,26,1,4,2,0,2,11,0,5,1,4,0,6,0,0,2,1,3,11,0,0,0,0,3,2,0,1,0,6,0,0,5,0,1,0,2,0,1,0,1,0,4,2,0,2,0,2,0,0,0,2,2,2,0,0,0,1338
"CW5  8",4022,3177,2982,7,188,186,19,0,1,0,6,0,12,167,0,150,0,17,2,2,0,4,0,4,2,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,7,0,4,0,3,0,3,3,0,3,0,0,0,0,0,3,3,2,1,0,0,822
"CW6  0",6394,5309,5247,15,47,44,18,3,2,4,0,2,7,26,0,16,1,9,3,0,3,3,0,0,0,0,0,3,0,0,2,0,1,18,0,0,0,0,1,1,0,0,0,6,0,0,4,0,0,2,11,0,9,0,2,0,4,4,0,4,0,0,0,0,0,3,3,1,2,0,0,1057
"CW6  9",4418,3742,3667,19,56,54,23,4,5,3,1,2,8,31,0,25,0,6,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,11,9,0,9,1,1,0,0,0,3,3,2,1,0,0,657
"CW7  1",8576,6197,6112,34,51,48,19,1,3,0,0,3,12,29,0,24,1,4,3,1,2,1,0,0,0,0,0,1,0,0,1,0,0,19,0,0,0,0,4,4,0,0,0,12,0,6,3,2,1,0,3,0,1,0,2,0,11,10,1,9,0,1,0,0,0,0,0,0,0,0,0,2348
"CW7  2",11158,8812,8722,22,68,66,37,3,6,5,0,5,18,29,0,22,0,7,2,1,1,6,1,0,0,0,0,5,0,0,4,0,1,18,2,0,1,1,1,1,0,0,0,14,0,3,3,4,4,0,1,0,1,0,0,0,7,6,1,5,0,0,1,0,1,3,3,2,1,0,0,2312
"CW7  3",10847,8290,7979,34,277,272,36,3,4,3,3,6,17,236,0,168,0,68,5,1,4,14,1,1,0,1,0,12,0,0,9,3,0,16,0,0,0,0,3,2,1,0,0,4,0,2,1,0,1,0,9,2,4,0,3,0,13,10,1,9,0,2,1,0,1,5,5,3,2,0,0,2509
"CW7  4",1376,1037,1023,6,8,6,3,1,0,1,0,1,0,3,0,3,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,333
"CW8  1",8056,6614,6470,38,106,102,50,13,3,9,6,9,10,52,0,32,6,14,4,2,2,9,2,0,0,0,0,7,1,0,2,1,3,24,1,0,0,1,3,3,0,0,0,12,0,3,6,1,2,0,8,1,7,0,0,0,11,10,2,8,0,1,0,0,0,2,2,2,0,0,0,1396
"CW8  2",7318,6189,6094,37,58,55,27,2,7,2,2,1,13,28,2,20,0,6,3,0,3,8,1,0,0,0,0,7,0,0,2,5,0,31,1,1,0,0,0,0,0,0,0,24,0,4,19,0,1,0,6,0,5,0,1,0,17,16,6,10,0,1,0,0,0,8,8,4,4,0,0,1065
"CW8  3",5407,3942,3911,11,20,19,15,1,4,1,2,1,6,4,0,4,0,0,1,0,1,5,0,1,0,1,0,4,1,0,1,1,1,5,0,0,0,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1452
"CW8  4",8001,6304,6218,18,68,61,28,4,6,2,5,2,9,33,0,28,1,4,7,5,2,6,1,0,0,0,0,5,0,0,5,0,0,20,1,1,0,0,4,4,0,0,0,10,0,3,3,2,1,1,4,0,2,0,2,1,4,3,1,2,0,1,0,0,0,5,5,3,2,0,0,1662
"CW9  5",5656,4495,4383,14,98,98,20,2,3,2,4,2,7,78,3,61,1,13,0,0,0,7,0,3,1,2,0,4,0,0,4,0,0,33,1,0,1,0,4,3,0,1,0,22,1,2,17,0,2,0,6,0,6,0,0,0,7,7,2,5,0,0,0,0,0,1,1,0,1,0,0,1113
"CW9  6",5016,4255,4205,21,29,28,14,3,0,5,1,0,5,14,0,10,0,4,1,0,1,6,0,1,0,0,1,5,0,0,2,3,0,8,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,0,1,0,1,0,0,0,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,742
"CW9  7",14647,11621,11176,40,405,397,88,8,10,4,35,6,25,309,3,263,2,41,8,5,3,25,5,9,0,7,2,11,2,0,2,1,6,95,2,2,0,0,9,8,1,0,0,62,1,3,46,3,9,0,22,2,14,0,6,0,21,13,3,10,1,4,3,2,1,4,4,4,0,0,0,2881
"CW9  8",9076,7426,7318,35,73,68,34,6,5,7,1,1,14,34,2,21,0,11,5,1,4,7,1,3,0,2,1,3,0,0,1,0,2,25,0,0,0,0,1,1,0,0,0,5,0,0,3,0,2,0,17,3,10,0,4,2,8,8,0,8,0,0,0,0,0,4,4,1,3,0,0,1606
"DA1  1",8643,7090,6666,63,361,344,99,25,5,39,3,5,22,245,26,99,8,112,17,5,12,109,1,66,10,52,4,42,2,0,7,11,22,155,5,1,0,4,8,4,0,4,0,127,1,12,81,6,16,11,13,5,8,0,0,2,28,18,15,3,2,5,3,2,1,16,13,11,2,3,0,1245
"DA1  2",15341,12641,11938,93,610,573,188,36,34,23,12,8,75,385,46,175,13,151,37,19,18,246,6,155,25,120,10,85,6,0,17,30,32,295,7,5,1,1,17,10,4,3,0,230,7,30,114,9,24,46,39,12,17,2,8,2,45,17,2,15,1,14,13,6,7,12,12,10,2,0,0,2102
